timestamp,instance_count,seq_reached,seq_current,seq_total,item_changed_index,item_do_jump_remaining,valid,warning,finished,failure,stay_in_failsafe,flight_termination,item_do_jump_changed,execution_mode
2563148000,16,0,1,45,0,0,1,1,0,0,0,0,0,0
2578660000,16,0,1,45,0,0,1,1,0,0,0,0,0,0
2578716000,16,1,2,45,0,0,1,1,0,0,0,0,0,0
2601844000,16,2,3,45,0,0,1,1,0,0,0,0,0,0
2601900000,16,3,4,45,0,0,1,1,0,0,0,0,0,0
2606776000,16,4,5,45,0,0,1,1,0,0,0,0,0,0
2606832000,16,5,6,45,0,0,1,1,0,0,0,0,0,0
2622508000,16,6,7,45,0,0,1,1,0,0,0,0,0,0
2625364000,16,7,8,45,0,0,1,1,0,0,0,0,0,0
2640260000,16,8,9,45,0,0,1,1,0,0,0,0,0,0
2646028000,16,9,10,45,0,0,1,1,0,0,0,0,0,0
2646084000,16,10,11,45,0,0,1,1,0,0,0,0,0,0
2675256000,16,11,12,45,0,0,1,1,0,0,0,0,0,0
2677888000,16,12,13,45,0,0,1,1,0,0,0,0,0,0
2685784000,16,13,14,45,0,0,1,1,0,0,0,0,0,0
2690992000,16,14,15,45,0,0,1,1,0,0,0,0,0,0
2691052000,16,15,16,45,0,0,1,1,0,0,0,0,0,0
2727672000,16,16,17,45,0,0,1,1,0,0,0,0,0,0
2730192000,16,17,18,45,0,0,1,1,0,0,0,0,0,0
2739208000,16,18,19,45,0,0,1,1,0,0,0,0,0,0
2743744000,16,19,20,45,0,0,1,1,0,0,0,0,0,0
2743800000,16,20,21,45,0,0,1,1,0,0,0,0,0,0
2780876000,16,21,22,45,0,0,1,1,0,0,0,0,0,0
2784064000,16,22,23,45,0,0,1,1,0,0,0,0,0,0
2792076000,16,23,24,45,0,0,1,1,0,0,0,0,0,0
2796888000,16,24,25,45,0,0,1,1,0,0,0,0,0,0
2796944000,16,25,26,45,0,0,1,1,0,0,0,0,0,0
2834744000,16,26,27,45,0,0,1,1,0,0,0,0,0,0
2837936000,16,27,28,45,0,0,1,1,0,0,0,0,0,0
2847008000,16,28,29,45,0,0,1,1,0,0,0,0,0,0
2851376000,16,29,30,45,0,0,1,1,0,0,0,0,0,0
2851432000,16,30,31,45,0,0,1,1,0,0,0,0,0,0
2889000000,16,31,32,45,0,0,1,1,0,0,0,0,0,0
2892192000,16,32,33,45,0,0,1,1,0,0,0,0,0,0
2905296000,16,33,34,45,0,0,1,1,0,0,0,0,0,0
2908936000,16,34,35,45,0,0,1,1,0,0,0,0,0,0
2908992000,16,35,36,45,0,0,1,1,0,0,0,0,0,0
2939064000,16,36,37,45,0,0,1,1,0,0,0,0,0,0
2941640000,16,37,38,45,0,0,1,1,0,0,0,0,0,0
2950600000,16,38,39,45,0,0,1,1,0,0,0,0,0,0
2955192000,16,39,40,45,0,0,1,1,0,0,0,0,0,0
2955248000,16,40,41,45,0,0,1,1,0,0,0,0,0,0
2971040000,16,41,42,45,0,0,1,1,0,0,0,0,0,0
2973896000,16,42,43,45,0,0,1,1,0,0,0,0,0,0
2973952000,16,43,44,45,0,0,1,1,0,0,0,0,0,0
2974008000,16,43,44,45,0,0,1,1,0,0,0,0,0,0
3042556000,17,-1,0,45,0,0,1,1,0,0,0,0,0,0
