timestamp,hpos_drift_rate,vpos_drift_rate,hspd,blocked
2613052000,0.0009019831,0.0007325398,0.00050133484,1
2613252000,0.0009019831,0.0007325398,0.00050133484,1
2613452000,0.0009019831,0.0007325398,0.00050133484,1
2613652000,0.0009019831,0.0007325398,0.00050133484,1
2613852000,0.0009019831,0.0007325398,0.00050133484,1
2614148000,0.0009019831,0.0007325398,0.00050133484,1
2614348000,0.0009019831,0.0007325398,0.00050133484,1
3211456000,0.0009019831,0.0007325398,0.00050133484,1
3211648000,0.0009019831,0.0007325398,0.00050133484,1
3211848000,0.0009019831,0.0007325398,0.00050133484,1
3212048000,0.0009019831,0.0007325398,0.00050133484,1
3212248000,0.0009019831,0.0007325398,0.00050133484,1
